protein_id,symbol,description,entrez_id,ensembl,subcell_loc,passed_filter,protein_cluster,median_npeptides_quantification,prop_samples_expr
A6NNY8,USP27X,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 27; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 27; AltName: Full=Ubiquitin carboxyl-terminal hydrolase 22-like; AltName: Full=Ubiquitin thioesterase 27; AltName: Full=Ubiquitin-specific-pro,389856,ENSG00000273820,"Cytoplasm, cytosol",FALSE,NA,1,0.031746031746031744
Q96RU2,USP28,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 28; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 28; AltName: Full=Ubiquitin thioesterase 28; AltName: Full=Ubiquitin-specific-processing protease 28,57646,ENSG00000048028,"Nucleus, nucleoplasm",FALSE,NA,3,0.7936507936507936
Q9HBJ7,USP29,Ubiquitin carboxyl-terminal hydrolase 29,57663,ENSG00000131864,NA,FALSE,NA,1,0
Q9Y6I4,USP3,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 3; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 3; AltName: Full=Ubiquitin thioesterase 3; AltName: Full=Ubiquitin-specific-processing protease 3,9960,ENSG00000140455,Nucleus,FALSE,NA,3,0.7301587301587301
Q70CQ3,USP30,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 30; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 30; AltName: Full=Ubiquitin thioesterase 30; AltName: Full=Ubiquitin-specific-processing protease 30; Short=Ub-specific protease 30,84749,ENSG00000135093,Mitochondrion outer membrane,FALSE,NA,1,0.31746031746031744
Q70CQ4,USP31,Ubiquitin carboxyl-terminal hydrolase 31,57478,ENSG00000103404,NA,FALSE,NA,1,0.06349206349206349
Q8NFA0,USP32,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 32; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 32; AltName: Full=Renal carcinoma antigen NY-REN-60; AltName: Full=Ubiquitin thioesterase 32; AltName: Full=Ubiquitin-specific-processing prot,84669,ENSG00000170832,Membrane,FALSE,NA,1,0.31746031746031744
Q8TEY7,USP33,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 33; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 33; AltName: Full=Ubiquitin thioesterase 33; AltName: Full=Ubiquitin-specific-processing protease 33; AltName: Full=VHL-interacting deubiquiti,23032,ENSG00000077254,"Cytoplasm, perinuclear region",FALSE,NA,1,0.25396825396825395
Q70CQ2,USP34,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 34; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 34; AltName: Full=Ubiquitin thioesterase 34; AltName: Full=Ubiquitin-specific-processing protease 34,9736,ENSG00000115464,NA,FALSE,NA,2,0.6190476190476191
Q9P2H5,USP35,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 35; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 35; AltName: Full=Ubiquitin thioesterase 35; AltName: Full=Ubiquitin-specific-processing protease 35,57558,ENSG00000118369,NA,FALSE,NA,1,0
Q9P275,USP36,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 36; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 36; AltName: Full=Ubiquitin thioesterase 36; AltName: Full=Ubiquitin-specific-processing protease 36,57602,NA,"Nucleus, nucleolus",FALSE,NA,1,0.746031746031746
Q86T82,USP37,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 37; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 37; AltName: Full=Ubiquitin thioesterase 37; AltName: Full=Ubiquitin-specific-processing protease 37,57695,ENSG00000135913,NA,FALSE,NA,1,0.015873015873015872
Q8NB14,USP38,Ubiquitin carboxyl-terminal hydrolase 38,84640,ENSG00000170185,NA,FALSE,NA,1,0.09523809523809523
Q53GS9,USP39,RecName: Full=U4/U6.U5 tri-snRNP-associated protein 2; AltName: Full=Inactive ubiquitin-specific peptidase 39; AltName: Full=SAD1 homolog; AltName: Full=U4/U6.U5 tri-snRNP-associated 65 kDa protein; Short=65K,10713,ENSG00000168883,Nucleus,TRUE,3,14,1
Q13107,USP4,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 4; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 4; AltName: Full=Ubiquitin thioesterase 4; AltName: Full=Ubiquitin-specific-processing protease 4; AltName: Full=Ubiquitous nuclear protein hom,7375,ENSG00000114316,Cytoplasm,TRUE,1,4,0.9841269841269841
Q9NVE5,USP40,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 40; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 40; AltName: Full=Ubiquitin thioesterase 40; AltName: Full=Ubiquitin-specific-processing protease 40,55230,ENSG00000085982,NA,FALSE,NA,1,0.38095238095238093
Q9H9J4,USP42,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 42; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 42; AltName: Full=Ubiquitin thioesterase 42; AltName: Full=Ubiquitin-specific-processing protease 42,84132,ENSG00000106346,NA,FALSE,NA,1,0.25396825396825395
Q70EL4,USP43,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 43; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 43; AltName: Full=Ubiquitin thioesterase 43; AltName: Full=Ubiquitin-specific-processing protease 43,124739,ENSG00000154914,NA,FALSE,NA,1,0.14285714285714285
Q9H0E7,USP44,Ubiquitin carboxyl-terminal hydrolase 44,84101,ENSG00000136014,Nucleus,FALSE,NA,1,0
Q70EL2,USP45,Ubiquitin carboxyl-terminal hydrolase 45,85015,ENSG00000123552,Photoreceptor inner segment,FALSE,NA,1,0.015873015873015872
P62068,USP46,"RecName: Full=Ubiquitin carboxyl-terminal hydrolase 46; EC=3.4.19.12 {ECO:0000269|PubMed:14715245, ECO:0000269|PubMed:19075014, ECO:0000269|PubMed:26388029}; AltName: Full=Deubiquitinating enzyme 46; AltName: Full=Ubiquitin thioesterase 46; AltName:",64854,ENSG00000109189,NA,FALSE,NA,1.5,0.031746031746031744
Q96K76,USP47,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 47; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 47; AltName: Full=Ubiquitin thioesterase 47; AltName: Full=Ubiquitin-specific-processing protease 47,55031,ENSG00000170242,Cytoplasm,TRUE,6,15,1
Q86UV5,USP48,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 48; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 48; AltName: Full=Ubiquitin thioesterase 48; AltName: Full=Ubiquitin-specific-processing protease 48,84196,ENSG00000090686,Cytoplasm,TRUE,3,5,0.9682539682539683
Q70CQ1,USP49,Ubiquitin carboxyl-terminal hydrolase 49,25862,ENSG00000164663,Nucleus,FALSE,NA,1,0.015873015873015872
P45974,USP5,Ubiquitin carboxyl-terminal hydrolase 5,8078,ENSG00000111667,NA,TRUE,1,66,1
Q70EL3,USP50,Inactive ubiquitin carboxyl-terminal hydrolase 50,373509,ENSG00000170236,NA,FALSE,NA,1,0
Q70EK9,USP51,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 51; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 51; AltName: Full=Ubiquitin thioesterase 51; AltName: Full=Ubiquitin-specific-processing protease 51,158880,ENSG00000247746,Chromosome,FALSE,NA,1,0.015873015873015872
Q70EK8,USP53,Inactive ubiquitin carboxyl-terminal hydrolase 53,54532,ENSG00000145390,"Cell junction, tight junction",FALSE,NA,1,0
Q70EL1,USP54,Inactive ubiquitin carboxyl-terminal hydrolase 54,159195,ENSG00000166348,NA,FALSE,NA,1,0.20634920634920634
P35125,USP6,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 6; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 6; AltName: Full=Proto-oncogene TRE-2; AltName: Full=Ubiquitin thioesterase 6; AltName: Full=Ubiquitin-specific-processing protease 6,9098,ENSG00000129204,Cell membrane,FALSE,NA,1,0
Q92738,USP6NL,RecName: Full=USP6 N-terminal-like protein; AltName: Full=Related to the N-terminus of tre; Short=RN-tre,9712,ENSG00000148429,Golgi apparatus,FALSE,NA,2,0.5714285714285714
Q93009,USP7,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 7; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 7; AltName: Full=Herpesvirus-associated ubiquitin-specific protease; AltName: Full=Ubiquitin thioesterase 7; AltName: Full=Ubiquitin-specific-p,7874,ENSG00000187555,Nucleus,TRUE,3,41,1
P40818,USP8,RecName: Full=Ubiquitin carboxyl-terminal hydrolase 8; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme 8; AltName: Full=Ubiquitin isopeptidase Y; Short=hUBPy; AltName: Full=Ubiquitin thioesterase 8; AltName: Full=Ubiquitin-specific-processing pro,9101,ENSG00000138592,Cytoplasm,TRUE,1,5,0.9047619047619048
Q93008,USP9X,"RecName: Full=Probable ubiquitin carboxyl-terminal hydrolase FAF-X; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme FAF-X; AltName: Full=Fat facets in mammals; Short=hFAM; AltName: Full=Fat facets protein-related, X-linked; AltName: Full=Ubiquiti",8239,ENSG00000124486,Cytoplasm,TRUE,4,21,1
O00507,USP9Y,"RecName: Full=Probable ubiquitin carboxyl-terminal hydrolase FAF-Y; EC=3.4.19.12; AltName: Full=Deubiquitinating enzyme FAF-Y; AltName: Full=Fat facets protein-related, Y-linked; AltName: Full=Ubiquitin thioesterase FAF-Y; AltName: Full=Ubiquitin-spe",8287,ENSG00000114374,Cytoplasm,FALSE,NA,1,0.3333333333333333
Q5W0Q7,USPL1,SUMO-specific isopeptidase USPL1,10208,ENSG00000132952,"Nucleus, Cajal body",FALSE,NA,1,0
Q9Y2C2,UST,Uronyl 2-sulfotransferase,10090,ENSG00000111962,Golgi apparatus membrane,FALSE,NA,1,0.06349206349206349
Q9Y3A2,UTP11,RecName: Full=Probable U3 small nucleolar RNA-associated protein 11; Short=U3 snoRNA-associated protein 11; AltName: Full=UTP11-like protein,51118,ENSG00000183520,"Nucleus, nucleolus",FALSE,NA,1.5,0.6825396825396826
Q9BVJ6,UTP14A,RecName: Full=U3 small nucleolar RNA-associated protein 14 homolog A; AltName: Full=Antigen NY-CO-16; AltName: Full=Serologically defined colon cancer antigen 16,10813,ENSG00000156697,"Nucleus, nucleolus",TRUE,5,6,0.9841269841269841
Q5TAP6,UTP14C,RecName: Full=U3 small nucleolar RNA-associated protein 14 homolog C,9724,ENSG00000253797,"Nucleus, nucleolus",FALSE,NA,1,0
Q8TED0,UTP15,RecName: Full=U3 small nucleolar RNA-associated protein 15 homolog,84135,ENSG00000164338,"Nucleus, nucleolus",TRUE,2,4,0.9365079365079365
Q9Y5J1,UTP18,RecName: Full=U3 small nucleolar RNA-associated protein 18 homolog; AltName: Full=WD repeat-containing protein 50,51096,ENSG00000011260,"Nucleus, nucleolus",TRUE,3,5,1
O75691,UTP20,RecName: Full=Small subunit processome component 20 homolog; AltName: Full=Down-regulated in metastasis protein; AltName: Full=Novel nucleolar protein 73; Short=NNP73; AltName: Full=Protein Key-1A6,27340,ENSG00000120800,"Nucleus, nucleolus",TRUE,2,8,0.9523809523809523
Q9BRU9,UTP23,RecName: Full=rRNA-processing protein UTP23 homolog,84294,ENSG00000147679,"Nucleus, nucleolus",FALSE,NA,1,0.3968253968253968
Q9NQZ2,UTP3,Something about silencing protein 10,57050,ENSG00000132467,Nucleus,TRUE,3,6,1
Q969X6,UTP4,RecName: Full=U3 small nucleolar RNA-associated protein 4 homolog; AltName: Full=Cirhin; AltName: Full=UTP4 small subunit processome component,84916,ENSG00000141076,"Nucleus, nucleolus",TRUE,2,5,0.873015873015873
Q9NYH9,UTP6,RecName: Full=U3 small nucleolar RNA-associated protein 6 homolog; AltName: Full=Hepatocellular carcinoma-associated antigen 66; AltName: Full=Multiple hat domains protein,55813,ENSG00000108651,"Nucleus, nucleolus",FALSE,NA,3,0.9206349206349206
P46939,UTRN,RecName: Full=Utrophin; AltName: Full=Dystrophin-related protein 1; Short=DRP-1,7402,ENSG00000152818,"Cell junction, synapse, postsynaptic cell membrane",TRUE,7,33,1
Q765I0,UTS2B,Urotensin-2B,257313,ENSG00000188958,Secreted,FALSE,NA,1,0
O14607,UTY,Histone demethylase UTY,7404,ENSG00000183878,Nucleus,FALSE,NA,1,0.015873015873015872
Q9P2Y5,UVRAG,RecName: Full=UV radiation resistance-associated gene protein; AltName: Full=p63,7405,ENSG00000198382,Late endosome,FALSE,NA,1,0.047619047619047616
Q2YD98,UVSSA,UV-stimulated scaffold protein A,57654,ENSG00000163945,Chromosome,FALSE,NA,1,0
Q8NBZ7,UXS1,RecName: Full=UDP-glucuronic acid decarboxylase 1; EC=4.1.1.35; AltName: Full=UDP-glucuronate decarboxylase 1; Short=UGD; Short=UXS-1,80146,ENSG00000115652,"Golgi apparatus, Golgi stack membrane",TRUE,2,5,0.9206349206349206
Q9UBK9,UXT,RecName: Full=Protein UXT; AltName: Full=Androgen receptor trapped clone 27 protein; Short=ART-27; AltName: Full=Ubiquitously expressed transcript protein,8409,ENSG00000126756,Cytoplasm,FALSE,NA,1,0.3968253968253968
Q08AM6,VAC14,RecName: Full=Protein VAC14 homolog; AltName: Full=Tax1-binding protein 2,55697,ENSG00000103043,Endosome membrane,TRUE,4,13,1
P23763,VAMP1,Vesicle-associated membrane protein 1,6843,ENSG00000139190,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane",FALSE,NA,1,0
P63027,VAMP2,RecName: Full=Vesicle-associated membrane protein 2; Short=VAMP-2; AltName: Full=Synaptobrevin-2,6844,ENSG00000220205,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane",FALSE,NA,2,0.9841269841269841
Q15836,VAMP3,RecName: Full=Vesicle-associated membrane protein 3; Short=VAMP-3; AltName: Full=Cellubrevin; Short=CEB; AltName: Full=Synaptobrevin-3,9341,ENSG00000049245,Membrane,TRUE,8,6,1
O75379,VAMP4,Vesicle-associated membrane protein 4,8674,ENSG00000117533,"Golgi apparatus, trans-Golgi network membrane",FALSE,NA,1,0.1746031746031746
O95183,VAMP5,RecName: Full=Vesicle-associated membrane protein 5; Short=VAMP-5; AltName: Full=Myobrevin,10791,ENSG00000168899,Cell membrane,FALSE,NA,1,0.19047619047619047
P51809,VAMP7,RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1; AltName: Full=Tetanus-insensitive VAMP; Short=Ti-VAMP,6845,ENSG00000124333,"Cytoplasmic vesicle, secretory vesicle membrane",TRUE,2,5,0.9206349206349206
Q9BV40,VAMP8,Vesicle-associated membrane protein 8,8673,ENSG00000118640,Lysosome membrane,FALSE,NA,3,0.8095238095238095
Q8TAA9,VANGL1,RecName: Full=Vang-like protein 1; AltName: Full=Loop-tail protein 2 homolog; Short=LPP2; AltName: Full=Strabismus 2; AltName: Full=Van Gogh-like protein 1,81839,ENSG00000173218,Cell membrane,FALSE,NA,3,0.5873015873015873
Q9ULK5,VANGL2,RecName: Full=Vang-like protein 2; AltName: Full=Loop-tail protein 1 homolog; AltName: Full=Strabismus 1; AltName: Full=Van Gogh-like protein 2,57216,ENSG00000162738,Cell membrane,FALSE,NA,1,0.20634920634920634
Q9P0L0,VAPA,RecName: Full=Vesicle-associated membrane protein-associated protein A; Short=VAMP-A; Short=VAMP-associated protein A; Short=VAP-A; AltName: Full=33 kDa VAMP-associated protein; Short=VAP-33,9218,ENSG00000101558,Endoplasmic reticulum membrane,TRUE,8,23,1
O95292,VAPB,RecName: Full=Vesicle-associated membrane protein-associated protein B/C; Short=VAMP-B/VAMP-C; Short=VAMP-associated protein B/C; Short=VAP-B/VAP-C,9217,ENSG00000124164,Endoplasmic reticulum membrane,TRUE,8,15,1
P26640,VARS,Valine--tRNA ligase,7407,ENSG00000096171,NA,TRUE,4,56,1
Q5ST30,VARS2,"RecName: Full=Valine--tRNA ligase, mitochondrial; EC=6.1.1.9; AltName: Full=Valyl-tRNA synthetase; Short=ValRS; AltName: Full=Valyl-tRNA synthetase-like; Flags: Precursor",57176,ENSG00000137411,Mitochondrion,FALSE,NA,2,0.6031746031746031
Q7L8A9,VASH1,Vasohibin-1,22846,ENSG00000071246,Cytoplasm,FALSE,NA,1,0.047619047619047616
Q86V25,VASH2,Vasohibin-2,79805,ENSG00000143494,Cytoplasm,FALSE,NA,1,0
Q6EMK4,VASN,Vasorin,114990,ENSG00000168140,Membrane,FALSE,NA,3,0.8888888888888888
P50552,VASP,Vasodilator-stimulated phosphoprotein,7408,ENSG00000125753,Cytoplasm,TRUE,6,33,1
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,10493,ENSG00000108828,Cytoplasm,TRUE,7,46,1
Q9HCJ6,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like,57687,ENSG00000171724,NA,FALSE,NA,1,0.031746031746031744
P15498,VAV1,Proto-oncogene vav,7409,ENSG00000141968,NA,FALSE,NA,1,0.12698412698412698
P52735,VAV2,RecName: Full=Guanine nucleotide exchange factor VAV2; Short=VAV-2,7410,ENSG00000160293,NA,TRUE,2,4,0.9206349206349206
Q9UKW4,VAV3,RecName: Full=Guanine nucleotide exchange factor VAV3; Short=VAV-3,10451,ENSG00000134215,NA,FALSE,NA,1,0.07936507936507936
Q9UIW0,VAX2,Ventral anterior homeobox 2,25806,ENSG00000116035,Nucleus,FALSE,NA,1,0
P61758,VBP1,RecName: Full=Prefoldin subunit 3; AltName: Full=HIBBJ46; AltName: Full=Von Hippel-Lindau-binding protein 1; Short=VBP-1; Short=VHL-binding protein 1,7411,ENSG00000155959,Cytoplasm,TRUE,5,18,1
P19320,VCAM1,Vascular cell adhesion protein 1,7412,ENSG00000162692,Membrane,FALSE,NA,3,0.746031746031746
P13611,VCAN,RecName: Full=Versican core protein; AltName: Full=Chondroitin sulfate proteoglycan core protein 2; Short=Chondroitin sulfate proteoglycan 2; AltName: Full=Glial hyaluronate-binding protein; Short=GHAP; AltName: Full=Large fibroblast proteoglycan; Al,1462,ENSG00000038427,"Secreted, extracellular space, extracellular matrix",TRUE,4,7,0.8412698412698413
P18206,VCL,Vinculin,7414,ENSG00000035403,Cell membrane,TRUE,7,182,1
P55072,VCP,Transitional endoplasmic reticulum ATPase,7415,ENSG00000165280,"Cytoplasm, cytosol",TRUE,4,224,1
Q96JH7,VCPIP1,RecName: Full=Deubiquitinating protein VCIP135; EC=3.4.22.-; AltName: Full=Valosin-containing protein p97/p47 complex-interacting protein 1; AltName: Full=Valosin-containing protein p97/p47 complex-interacting protein p135; Short=VCP/p47 complex-inte,80124,ENSG00000175073,Endoplasmic reticulum,TRUE,8,10,1
Q9H867,VCPKMT,Protein-lysine methyltransferase METTL21D,79609,ENSG00000100483,Cytoplasm,FALSE,NA,1,0.12698412698412698
P21796,VDAC1,Voltage-dependent anion-selective channel protein 1,7416,ENSG00000213585,Mitochondrion outer membrane,TRUE,8,92,1
P45880,VDAC2,RecName: Full=Voltage-dependent anion-selective channel protein 2; Short=VDAC-2; Short=hVDAC2; AltName: Full=Outer mitochondrial membrane protein porin 2,7417,ENSG00000165637,Mitochondrion outer membrane,TRUE,8,63,1
Q9Y277,VDAC3,RecName: Full=Voltage-dependent anion-selective channel protein 3; Short=VDAC-3; Short=hVDAC3; AltName: Full=Outer mitochondrial membrane protein porin 3,7419,ENSG00000078668,Mitochondrion outer membrane,TRUE,1,47,1
P11473,VDR,Vitamin D3 receptor,7421,ENSG00000111424,Nucleus,FALSE,NA,1,0.031746031746031744
P15692,VEGFA,Vascular endothelial growth factor A,7422,ENSG00000112715,Secreted,FALSE,NA,1,0.015873015873015872
P49767,VEGFC,Vascular endothelial growth factor C,7424,ENSG00000150630,Secreted,FALSE,NA,1,0.015873015873015872
Q14D04,VEPH1,Ventricular zone-expressed PH domain-containing protein homolog 1,79674,ENSG00000197415,Cell membrane,FALSE,NA,1,0.031746031746031744
Q14119,VEZF1,Vascular endothelial zinc finger 1,7716,ENSG00000136451,Nucleus,FALSE,NA,1,0.42857142857142855
Q9HBM0,VEZT,RecName: Full=Vezatin,55591,ENSG00000028203,Cell membrane,FALSE,NA,2,0.6507936507936508
O15240,VGF,Neurosecretory protein VGF,7425,ENSG00000128564,Secreted,FALSE,NA,1,0.07936507936507936
Q99990,VGLL1,Transcription cofactor vestigial-like protein 1,51442,ENSG00000102243,Nucleus,FALSE,NA,1,0.31746031746031744
A8MV65,VGLL3,Transcription cofactor vestigial-like protein 3,389136,ENSG00000206538,Nucleus,FALSE,NA,2,0
Q14135,VGLL4,RecName: Full=Transcription cofactor vestigial-like protein 4; Short=Vgl-4,9686,ENSG00000144560,Nucleus,FALSE,NA,3,0.5714285714285714
P40337,VHL,RecName: Full=Von Hippel-Lindau disease tumor suppressor; AltName: Full=Protein G7; AltName: Full=pVHL,7428,ENSG00000134086,Cytoplasm,FALSE,NA,1,0.2698412698412698
P09327,VIL1,RecName: Full=Villin-1,7429,ENSG00000127831,"Cytoplasm, cytoskeleton",FALSE,NA,12.5,0
O15195,VILL,Villin-like protein,50853,ENSG00000136059,NA,FALSE,NA,2,0.3968253968253968
P08670,VIM,Vimentin,7431,ENSG00000026025,Cytoplasm,TRUE,7,38,1
P01282,VIP,VIP peptides,7432,ENSG00000146469,Secreted,FALSE,NA,2,0
Q9H9C1,VIPAS39,RecName: Full=Spermatogenesis-defective protein 39 homolog; Short=hSPE-39; AltName: Full=VPS33B-interacting protein in apical-basolateral polarity regulator; AltName: Full=VPS33B-interacting protein in polarity and apical restriction,63894,ENSG00000151445,Cytoplasm,TRUE,6,3,1
P32241,VIPR1,Vasoactive intestinal polypeptide receptor 1,7433,ENSG00000114812,Cell membrane,FALSE,NA,1,0.06349206349206349
Q69YN4,VIRMA,RecName: Full=Protein virilizer homolog,25962,ENSG00000164944,Nucleus speckle,TRUE,3,5,0.9365079365079365
Q6UXI7,VIT,Vitrin,5212,ENSG00000205221,"Secreted, extracellular space, extracellular matrix",FALSE,NA,1,0
Q9BQB6,VKORC1,"RecName: Full=Vitamin K epoxide reductase complex subunit 1; EC=1.17.4.4 {ECO:0000269|PubMed:15879509, ECO:0000269|PubMed:16270630, ECO:0000269|PubMed:20978134, ECO:0000269|PubMed:22923610}; AltName: Full=Vitamin K1 2,3-epoxide reductase subunit 1",79001,ENSG00000167397,Endoplasmic reticulum membrane,FALSE,NA,1,0.8095238095238095
Q8N0U8,VKORC1L1,RecName: Full=Vitamin K epoxide reductase complex subunit 1-like protein 1; Short=VKORC1-like protein 1,154807,ENSG00000196715,Endoplasmic reticulum membrane,FALSE,NA,2,0.8888888888888888
P98155,VLDLR,RecName: Full=Very low-density lipoprotein receptor; Short=VLDL receptor; Short=VLDL-R; Flags: Precursor,7436,ENSG00000147852,Membrane,FALSE,NA,1,0.1746031746031746
Q3ZAQ7,VMA21,RecName: Full=Vacuolar ATPase assembly integral membrane protein VMA21; AltName: Full=Myopathy with excessive autophagy protein,203547,ENSG00000160131,Endoplasmic reticulum membrane,FALSE,NA,1,0.14285714285714285
Q2NL98,VMAC,Vimentin-type intermediate filament-associated coiled-coil protein,400673,ENSG00000187650,Cytoplasm,FALSE,NA,1,0.015873015873015872
Q7Z5L0,VMO1,Vitelline membrane outer layer protein 1 homolog,284013,ENSG00000182853,Secreted,FALSE,NA,1,0.015873015873015872
Q96GC9,VMP1,Vacuole membrane protein 1,81671,ENSG00000062716,Endoplasmic reticulum-Golgi intermediate compartment membrane,TRUE,2,5,1
Q9GZP7,VN1R1,Vomeronasal type-1 receptor 1,57191,ENSG00000178201,Cell membrane,FALSE,NA,1,0.015873015873015872
Q9BXE9,VN1R3,Vomeronasal type-1 receptor 3,317702,NA,Cell membrane,FALSE,NA,1,0
Q7Z5H5,VN1R4,Vomeronasal type-1 receptor 4,317703,ENSG00000228567,Cell membrane,FALSE,NA,1,0
O95497,VNN1,Pantetheinase,8876,ENSG00000112299,Cell membrane,FALSE,NA,1,0.015873015873015872
O95498,VNN2,Vascular non-inflammatory molecule 2,8875,ENSG00000112303,Cell membrane,FALSE,NA,1.5,0
Q9NY84,VNN3,Vascular non-inflammatory molecule 3,55350,ENSG00000093134,Cell membrane,FALSE,NA,1,0.031746031746031744
